userName,content,score,reviewCreatedVersion,date
Ashik Titus,this app give money easliy..but i transfer 50 rs first..then i try to tranfer another 50 rs after 5 day they said that plaese try again in 3 hour....so i try it.but the will said repeat that 3 hours...so i try it tommarow no change.....that why i said that it is waste of time....dont use this app......remove this from playstore,1,0.0,2019-06-24
The Logic Network DD,great appreciation.. sometimes doesn't give points even after if you complete a task..,4,8.8,2020-05-30
Jazzam Amal,"the best app for earning money i earn 100rs in 15 days ,some times it showing failed to get reward so i loss my 50rs damn!",4,0.0,2020-10-06
WAGAY AAMIR,"on watching videos, gave nothing. installed mpl، gave nothing. i think it is waste of time. i will take app for 10 hours, if i recieved something, then i will delete my comment!",1,0.0,2020-08-24
abhay kumar,i give this app 3 star because payment is to let reserved after reading. (pc22nirw).,3,9.0,2020-08-27
Harshavardhan Kanoj,they are taking too much time to transfer money.i think they won't transfer money.they will transfer money fast for only 1st time after they won't transfer money.that's why i am recommending to you don't download this app.,1,0.0,2019-12-01
Hyper gaming,perfect but sometimes redirecting offer takes a lot time by the way withdrawal is good,4,8.8,2020-06-04
Baswanth rao Patel,its does not works takes to long time to get some money don't waste ur time with installing this app i used for three days waste of time,1,0.0,2020-06-20
Pollard Hajong,very happy with this application... but not working some app... that's why i give only 3 star,3,8.8,2020-05-09
ravi styles,good. but daily limit imposed is frustrating.,3,9.0,2020-09-24
T King,unable to withdraw money. every time i try to withdraw a popup comes and say try after 3 hrs. can't write vdout giving rating thats why i have to give you 1 star.,1,7.7,2019-08-04
Mr Singh King,terms and conditions are not clear before and even money is not credited after activity done,1,8.8,2020-06-17
Tapash saha Saha,"over all good but refer and earn system is so cheap , please update it and come with new referral system",3,0.0,2020-05-16
Raju Mahato,not get rewards i am install many apps in frizza but last reward not received i am daily open install apps please solve this problem,1,9.0,2020-09-01
ZEOMINAZ FF,it's a very good app if gives more offers on apps after task is completed it will be good nice app received my money withn time,5,8.8,2020-05-11
Bejoy Cb,i like everything of frizza but sometimes its showing not downloading try again otherwise i like it every much and easy transfer cash to paytm,4,8.8,2020-05-11
Mithun Dutta,didn't receive reward after watching videos... frizza stop paying reward and wallet money transfer stop,1,8.8,2020-08-24
Rakesh Selva,"try to increase one paisa credited for watching ads to 5 paise, because browsing long time for only one paisa, most of the apps installed don't pay money even after two three days. so it is not useful except wasting time.",4,8.2,2020-01-20
Atharv Dixit 750,"this is a waste app ,it does not credit credits after we install an app it takes the add rewards also to its own account from google ads and gives us nothing ,so please do not download this app fake app nothing rewards here .remember no one gives money for free thing !!😤😤😤😠",1,0.0,2020-03-30
Giangjiliu Panmei,i've downloaded six apps n completed all the task as asked and still it display pending .and the balance never increases .what do i have to do to all the details that i've given to those seven apps including frizza ?must i find a way out to deactivate ! i'm very much disappointed frizza .,1,8.8,2020-07-13
saijyoshna p,the app is not responding ...its not showing login page...i uninstalled and installed again....still its not showing the login page....worst app... now i am thinking that money won't come that easily so don't believe these waste apps....waste of time....,1,8.7,2020-04-03
Romana R,"guys i think this is fake app. it doesn't give any payment after crossing the reedem limit. i have tried 20 times and i have tried many days but still it gives message ""try after in 3 hours"" every time every day. don't fool public😠",1,0.0,2019-04-24
Dinesh Holycross,"worst 👎 app ever they take work from our side, they take income through us, i can't withdraw money from even 2:00 - 5:00 pm i tried that too what they said, but the app tells us to try again in 3 hours, i tried 3 times like that for 9 hours but i never even took 30 rs, fraud app, please remove the app from the play store, fake app, cheating.",1,7.4,2019-04-26
SURYAKANTA MOHANTY,it is the worst ever app that i have seen.please do not download it.this is totally fake app.it only waste your time and data also.it give money in app wallet but you can not redeem it to paytm or bank.whenever you try to redeem your money it shows try again after 3hours.i use this app for a month but it do not give any money always show try again after 3 hours.i am very very disappointed with this app.it is a faltuandmadarchood app i have ever seen.please i request to everyone do'nt download it.,1,0.0,2019-09-13
White devil Vishnu,it really gives money but...i request you to pls make payment available when we register rather than using them for couple of days,5,9.2,2020-11-03
JITU GAMING,"there is a problem while trying to transfer the money to paytm..... always seen ""try after 3 hours"". but while i do the same, it treats the same problem & can't transfer the money..... 😠😠😠😠😠",1,7.91,2019-09-11
547 Nikhil kumar,some technical issues unable to withdraw money..,5,8.8,2020-08-16
Dhakad Trending Tech,"please help since last 2 years when i try to login it saying ""you have reached maximum active device per user "" please tell solution of this problem.",1,7.02,2019-12-08
Madhav Ramnani,"i m not getting my referral reward even though the other person has completed 3 of the offers. also i m not getting money for many apps that i have downloaded as per the offer and not getting their reward after 4 days also ( i m browsing these apps everyday). i want my money, my rewards as fast as possible. you have not correct contact number, if any user wants to contact your team for any query then they cannot contact you which can create bad ratings for this app.",1,8.2,2020-01-05
MOVIE REVIEW,i cannot open the app.after installing the app i tried logging in but it open a browser and it keep's on loading even after an hour . still facing the same problem it keeps on spinning and spinning and it's taking forever,1,8.7,2020-04-26
Suraj Singh,it is a very bad app first it tell share and get 750 ruppee buy it give only 3 ruppees and also it take your paytm no.,1,0.0,2020-07-24
Saif Ki PathSala,hey team frizza.. i reset my device and now im again install frizza & try to login but process failed. apk show me maximum active device reach please resolve it as soon as possible..,1,8.8,2020-06-07
Javed Akthar,this app is truly give money... and for completing task it can take 1 month...,3,8.8,2020-07-06
Manoj Kumar R,"worst app ever, i completed tasks and not able to redeem money, it is showing try after 3 hours, it is showing always,, this is fraud app, never install this dirty app, don't waste your time and data by using this dirty app, i don't know why this fraud app in play store.",1,7.4,2019-04-20
Sòüráv Vèrmã,"i bought a new phone then i'm unable to login with my account. please solve my problem fastly. thank you, sourav verma",1,9.0,2020-09-18
Aman Singh,this app is very very good . it gives payment really.,5,9.0,2020-09-23
PREM KUMAR SABAR,so good earning money from frizza app,5,9.2,2020-11-01
N -series,some time app uses offer is not perfact my installed apps running 7 to 8 days but after than time to discard apps wrong,3,8.8,2020-07-21
Janki Gopani,"hurry, download this application fast. it is such a nice application and also gives a payment as well. i strongly recommend this application to use everyone.",5,8.7,2020-04-09
sumanta sahu,"amazing app...but two problems are there,1st one is for some apps after installation, the money didn't credited to the wallet.and the 2nd one is for watching video it's providing very less amount.",3,8.8,2020-05-04
sana khan,i installed this app and i agreed with terms and conditions...and after that the app is not starting....it is still loading..i uninstall this app and reinstall again but it is still loading...why ? please fix it,1,8.7,2020-04-16
HARSHJYOT SINGH,whenever i am trying to withdraw my money from it; always says that try after 3 hrs. fake app. if it's real try to fix this.,1,7.02,2019-04-15
THANOS GAMING,most 5 star review are same they are using bots to rate 5 star means they are cheaters .they will not give money so don't download it,1,8.8,2020-07-08
VICTOR SHANTRA,"my wallet balance is 30.17 but i c'nt redeem my 30 in my paytm. every time says that '3hours letter' . if i d'nt transfer my mony in my paytm, i'll just stop play and i'll uninstall this app. i have 30 rupi wallet balance. but when i want to transfer this 30 rupis in my paytm it shows '3 hours latter'. it shows continuously 4 days.",1,7.5,2019-05-18
Noobda Gang,don't download this app it was fully waste of data and time i have 50 rupees in my wallet when i try to withdraw it was saying try after 3 hour then i try after 3 hour but one more it was saying try after 3 hour when i mail the the developers i not getting any responses. fake app😠,1,7.91,2019-09-15
Sreekanth Varma,app is still gud but some times it doesn't work properly i got lose 30 inr at the time but its good,4,8.8,2020-08-01
KKPC CREATIONS,best app for earning. but some times i didn't recieve money for installing apps i don't know why it is ?,4,8.8,2020-08-12
Suyash Yadav,"great app!! i got my payment in time . thank you developers. i recommend to all to install frizza. but developers, please... increase the daily check in reward. thank you.",5,8.2,2020-03-12
Crazzy Media,"buddys, its very amazing. freeza is a good app i got the payment. its excellent. i prefer to download the app definetly you got payment. have a nice day",4,8.8,2020-05-09
Karan Choudhary,"you said the money will be transferred with 72 hr,but your time is done and the money is still not transferred,i would have given 5 star if the money was transferred but the app is not committed on their word",1,8.7,2020-04-28
Your Future idea,this is a great app for earn money. and best for all who earn money in apps.,5,8.8,2020-07-21
Mr. substleves,i am withdrawing ₹30 money but not giving any answer and showing try after 3 hour please do not download this app. the app is not giving money this app is fake and not giving feedback respone.and not replaying on email also.,1,6.8,2019-03-17
Siraj Ahmed,"everything related to this application is good, but one thing, recently i hv downloaded loco app through frizza app but wen i checked the dash board there s no sign of this task no records that the task is completed or not..... plz resolve this...",3,8.8,2020-05-07
Bharat Barnwal,hey... i dont know why there are only limited task on offer wall. i hv installed all and now i m getting no task to complete. so it is requested to please add more task on the offer wall.,3,8.0,2019-11-22
Sarthak Kumar,"don't download this app..you can not put all your personal data like imei number ,user location, password just for few bucks... they have mentioned that in terms and conditions.",1,0.0,2019-11-07
Vishwavardhan Pratap Singh,worst app can't withdraw money even after updating the app and tried withdrawing between 2pm-5pm. please don't try this app its totally fake. they responds to mail saying send me the screenshot of error and all. and then boom..... they disappear.,1,7.4,2019-04-29
sunil kumar jain,really very good app but one problem that new offers not upadate soon...,5,8.8,2020-06-15
sukeksha singh,"they are just fooling the customers .i completed almost all task given in frizza and trying to withdraw the money but it show ""try after 3 hours "" and start 2 min timer . it's day 5 when i still trying but nothing happens .",2,7.7,2019-09-07
Surendra Bimlesh,why am i unable to verify even after i have provided my phone number and email and i have received the otp also but it is just showing verifying everytime.the connection is also stable.,1,8.7,2020-03-30
Nilesh Chaudhari,"app no responding after information has been filled out,any thing is going wrong with us......so what is this...i requested to google playstore to strickly verify this application ,which is frod or not...",1,0.0,2019-01-28
arjun singh,"sorry,to say this but this app is so interesting.but only one problem when i watch vedio i don't get any money please check it.thanks",4,8.8,2020-05-31
Rajdip Monal,"i have ₹50 in #frizza_wallet, when i want to withdraw, it was saying that try after 3 hours, after 3 hours again when i go for the withdraw it was saying same. what's wrong !! i think it's fake......",1,7.91,2019-09-30
Reshma Dsouza,guys only install moj aap😏.. then if u browse also u ll not get money.. i tried 6 times. but i didn't get😑. aap is good. sometime it showing pending if w do proper installation n etc.,1,0.0,2020-07-04
wheel tech Malayalam,i like this app very much because this help to earn diamond in free fire,5,8.8,2020-08-09
Any Video,after app installing it is writing failed to get reward [[[refferal code----pcyarhhc]]]],3,8.8,2020-07-21
nitin pathak,very nice app and money gets transferred very easily and on time,4,0.0,2020-06-14
Air Cooler,this s is very bad app money is not transfer in account....... totally vest of time do not download this app. it is fake ..............,1,0.0,2020-10-22
Invictus SOUL,i m unable to reedem my wallet money. spent a lot of time in completing tasks but all in vain the app says try again in 3 hrs and cooldowns for 2 min and again same happens worst app.. time waste,1,7.4,2019-04-30
Bilal Khan,from 1 month i daily tried to redeem money but they didn't fix bug. and now i can say that google play must have to take action and lodge fir agains this app because frizza is big thief on playstore. frizza stolen my money.,1,0.0,2019-05-05
tech with dhiraj,this app is real and real payment and i will get reword but few days i will not get any offers any task that's why i will don't get any task please solve this,4,0.0,2020-06-03
Subroto Das,"very clumsy app ,its only showing verifying and sending otps but not getting started",1,8.8,2020-07-12
sravan king Kumar,this is real fake app ... i never seen this is type of time wasting app... i earned 80₹ but when i am trying to withdraw it will showing try after 3 hours when i tryed 12noon -7pm also it is showing like this and i tryed 12am - 12pm always it is showing try after 3hours this is fake app and it is doing folls of every one,1,0.0,2019-02-09
CAPTAIN crisis,such a poor app! any how i managed to reach ₹30/- & now when i am trying to redeem it alway show try after 3 hours!! highly disappointed with google . they approved such fraud app.,1,7.02,2019-04-14
Rahul Joshi,i don't know why it is not rewarding me after the app it said to download and keep for 3days as i keep it for so long but it not rewarding me. please check it.,3,8.8,2020-06-18
Sangram Ghosal,it's an beautiful application & it gives you real money... but the payment process is very slow & it gives you a very small amount...,4,8.7,2020-04-14
carry2 carry2,i downloaded josh app and got download credit and i used it for 15 days for remaining credit but i didn't get a single rupee and it is showing i have not done.,1,8.8,2020-07-28
Suraj Rawat,registration is not successful. i tried on both apk and website. its not verifying my number so camt say what to do. i tried on different no. and mails but not working at all. need improvement,1,8.7,2020-03-29
Bhupendra Rajput,"i had completed so many task but now from tommorow the task which u had completed are not registered as complete and i didnt get the money. even i had installed and regustered but still didnt get money , around 5 task are pending",1,0.0,2019-12-17
Surekha Kharat,fraud app... whenever i go to redeem always says try after 3 hours....... don't install the app guys.... just waste of time..... this happens with every person n what they reply is we will solve this problem but actually they do nothing,1,7.5,2019-05-27
Ananthalakshmi Devi,"very genuine app. i received 3,payments 30+30+30rupees.payment within 24 hours. but i request admin video remuneration grow 1 paisa to 10 paisa.",5,8.8,2020-05-10
Shaishav Patel,3rd class app... i m uninstalling this app.. u cant solve the problem of redeem..i have waited after ur reply but no response from u..i dont want to give even a single star to u.. developer can not fix this issue otherwise same problm can't be occured for long time.. problem persists even after mailing on ur mail & u do nothing.. & server load is the myth...actually it is the fake app.. & i have also tried to redeem in between 12 to 7 pm .. but same problm..,1,7.4,2019-04-24
Music Axom,very good app! when i share this app to all my friends! they also told me that ' very good app' !,5,8.8,2020-06-25
Anmol Joseph,guys don't download this app it is not going to pay you a single penny. whenever you try to redeem it says try after 3 hours but still if you want to waste your time and data on it you are most welcome.,1,7.91,2019-09-16
Arjun Paul,very poor app. i tried for 1 month to get some cash but no cash.,1,0.0,2020-05-30
Debayan Sengupta,this app didn't give you a full amount which was showing to get money option. so it was very fake apps.,1,8.8,2020-05-25
Rx DeViL,it's the best app i ever tried i have been using it for 2 months and it works perfectly,5,0.0,2020-10-27
Soniya Shetty,worst app. it's not even opening i have been waiting for half an hour but i can't get in it.,1,9.0,2020-08-31
Shantonu Ganguly,great app to earn money. one of the best apps i have ever used that gives real money buy just doing some task. keep up the great job👍👍,5,0.0,2020-04-07
Rahul Nettem,it is working.but money is not transfer ing. so i can say that it is waste app so the developers want fix the problem other uninstalling the app is the best way to save our time,2,7.7,2019-08-14
bineet jha,very very bad app .i redeeming my wallet cash from frizza and it is always telling please try after 3 hours. i request you to please look into this matter.it got a very bad experience after using this app. very very very bad.,1,7.6,2019-06-12
Sohail Ansari,"thanks, it actually works!!!! i was finding a app like this who gives real paytm cash, it takes 2-3 days for transfer, but it works thanks so much. team!!!!!!",5,8.8,2020-05-01
Rupinder Singh 7683,"app is good but proble is occurring there , today i install the hommie app and register, but i did not get the reward.solve this problem i need urgently",3,8.8,2020-05-13
Raj maurya,sometimes when i download and register the app to complete the task it didn't complete the installation shows pending and the prices for the tasks are very low u should increase the price or task value,3,8.7,2020-04-25
Bhagaban Majhi,best earning apps but longer time taken to money transfer,3,0.0,2020-09-19
Jayakodi Senthil,it is a amazing app after you withdraw in 3 days the amount will arrived a awesome earning app,5,9.0,2020-09-18
THE GHOST GAMER,"very interesting this game, when are bored and you have lot of mb ( net data ) ,so you can follow this intructions and get money free. thanks for this apk of give me offer.",5,8.7,2020-03-30
Swapnil Shetty,"its good, but lacks speed and performance. rewards should be higher, thank you very much though!!!(you shoukd not ask for so many permissions",3,8.0,2019-10-29
Nicky Sangma,awesome app! i get paytm cash when i need.,5,8.8,2020-08-24
Mohammed Imtiyaz Phatkura,very useful and it is really pays up. keep patience,5,8.8,2020-05-20
Jack Freefire,"i am browse one app 12 day 11 day was counted ,but last day they didn't count and i didn't get 14.87 rs .this is done with me 5 time this app only give money on some apps not on all.they are wasting our data and time.",1,0.0,2020-08-10
Zombie Killer,its a good app to use. its really make us money. but one thing that offer is really late so kindly make offer a little fast so that we can earn more steadily and daily. thank you,4,8.0,2019-11-19
Nihal Rahman,why does it stay loading and loading after completing the terms and condition section,3,8.8,2020-05-19
Niraj Bothe,it works. but it takes too much time. so i changed my review it is good app. it has only one drawback that it takes too much time to redeem.,4,7.4,2019-05-07
JUST PENDU,in the first week it works but now it is not working after installing apps i cant get money and option of form fill that is also not working fix it right now and give all my money,1,8.7,2020-04-24
Umais Bashir,if you see this app stay far away from frizza. it will only show you money will be sent upto 7 days. now it is 7 weeks since i send 20+20+20=60 to my paytm still i didn't received it... believe me its worst app i have seen ever....,1,0.0,2019-04-20
GADHAM sravanthkumar,good app but lower amount for watching videos and the money transfer also too late,4,8.8,2020-05-11
Earn Paytm money every second,"nice application for earning. but there is a problem , ad is not available in watch video option and new application are not given. please solve it.",5,8.8,2020-05-06
BOATs ANKIT,"very worse app,after completing my offers after much time, i'm unable to withdraw cash,and always displays message ""try after 3 hours """,1,7.4,2019-05-06
harsh patel,"when i transfer my money into paytm wallet that time only 1 messages will display ""try after 3 hours "" if you're app is not able to transfer the money from frizza to paytm so why are you create this duplicate app",1,7.02,2019-03-23
Immørtàl Edûcàtíøn,its waste of time because even we have completed the requirements of the app like install and resister. i have completed then also it is showing pending what to do,1,8.7,2020-04-05
Bhabani Nayak,very nice app nothing a single issue here i love it so much.,5,0.0,2020-07-29
Virender Sharma,best earning app and this app giving real money but 1 reason i give 4 stars because this app is not more task to earn money may in any update solve this problem,4,8.8,2020-07-29
CHANDRA SHEKAR,worst app when i download this app and filled the details it was showing verifying...... sent so many codes don't download this app.,1,0.0,2020-07-09
Pravardhan Reddy,worst app! can never withdraw money through it... always shows to try again after 3 hours!! and tasks are not shown to be completed even if they are done!,1,7.5,2019-05-18
SUBH Music World,"it really a great app , installing apps and earning is quiet appropriate . love the app , but the offers comes a little slow so please check that out and it really pays within time",5,8.2,2020-03-06
rahput singh,it is a very wrost app when i can withdraw my wall money it always said try after 3 hrs after three hours i try it say again try after 3 hrs when my money is withdrawn i will give it 5 star rating and a good review,1,0.0,2019-09-11
Sangita Ghosh,i can't really open the app . i am giving the phone number and email id . otp is coming but it's still showing verifying . it's not opening,1,8.2,2020-02-22
Ashish Sonkar,it takes a lot of time for withdraw money....we will uninstall this app if this problem would not fix quickly.....we are not satisfied with your this policy,1,0.0,2019-12-18
Sai Susmitha,im still in the initial stage. it is asking to enter mobile number and email to verify but i didn't get otp. tried lot of times but its not working.,1,8.7,2020-03-29
Ajjay Singh,100% fake app. whem i am transfer money then need email verification but email is not verify.... fake fake fake...... don't use..... 1 rating,1,0.0,2020-10-14
NB Gamer,i am a youtubers....your app is issu for offer app please solved it,1,9.2,2020-10-21
Benaiah Sam,nice feeling on this app. it nice to job for everyone us. we are all use this app instantly make them furture as soul make sure that you can get the best of the best and all the best poittu you can look at the whole range of the best you can to help your organisation to help you with a good level of support and support for you in your local area to help your child health and health and safety and health and safety benefits are essential and important to help you with your health 750 especially.,5,8.2,2020-01-17
sk,it is soooo great appp we have to easy to use and complete task and earn real money,5,8.8,2020-06-28
Anshul Aryan,a really useless app. i installed this app and completed a offer. i earned a total of around 60 rupees. when i wished to unlock recharge it asked me for a otp which is never sent to me. won't explain the same issue on mail id. please help me redeem my earning.,1,7.6,2019-06-06
Quanta Motion,really good app to earn money quickly. i love it.,5,8.8,2020-07-05
nirbhay polara,tried to login many times but still they are showing verifying only....first didnt recive verification code and now they dont allow me to enter it once i recieved it...what the hell!!!!,1,8.2,2020-03-05
A Google user,i m hardly disappointed with frizza. this app not given money. i reach up to 30 to unlock redeem option then i cant redeem money and i m proceed to redeem then msg is please try after 3 hours this msg come again to again ..... i have 30.31 but i couldnt redeem. i have sent emails but no reply........,1,6.9,2019-02-20
Krishna Samy,"don't use it, bcs 1 download credit,but 2,3,4 download not credit past 3 days, don't waste your time",1,0.0,2020-07-26
Rakshak Athani,"it's good but, i installed as this app says goibibo app, it asked to complete above task of 3.75rs to unlock below task of 18rs. after completing above task it is showing full task completed, but rewarded only 3.75, so please don't do that",3,8.0,2019-11-10
NIKHIL XD,worst app ..ever seen totally scam.....its showing open app for 15 days to get final reward . i am opening it daily but daily money reward is not counting ...😬 please dont install,1,0.0,2020-07-03
Sri Karan,"i have received 30₹ from this app in less than 30 days. but reason i have rated only four stars b'cos, money is not given for some tasks even after completing also they are not showing it as completed",4,8.2,2019-12-09
Darakhshan Bano,this app is not worst but one issu i download apps from frizza and i keep and open 8 days then in frizza i see they saying me to download the app but app is download plz work on this bug or glitch,1,9.0,2020-09-03
king gaming,"very difficult to earn,some times after the completion of tasks also your were not rewarded,time waste,please choose another app guys",1,8.8,2020-05-21
Lord Gaming,"very good and fat app you can earn upto 20 rupees daily by watching videos, completing offers and referring.👍👍👍👍",5,8.8,2020-06-11
Prasad Prabhu,i have installed 2 apps which is not shown in offer status tab. earlier it was shown now it is removed.,1,8.8,2020-06-13
Tejas Kumavat,totally fake i completed task of download khata book app then i go to the offect section there is no offer active.,1,0.0,2020-08-27
WHITE DEVIL,nice app but it take long time to redeem money,5,8.8,2020-08-23
Christian Dinesh,"don't download this app it's a fake app. don't waste your precious time friends. i completed the tasks after that i tried to withdraw but it says try after 3 hours. notwithstanding i tried again. again try after 3 hours, it's a totally fake app.",1,7.4,2019-05-11
Yash Borkar,"the amount is not transferring in my paytm wallet. as the error is showing that "" please try after 3 hours "" very worst app. also tried in between 2pm to 5pm",1,7.4,2019-04-27
Raju Mahajan,if we cannot complete offer we cannot redeem money and if we comple offer they cannot give money if we only watch videos in app . to withdraw money 8offfer is completed first so cannot install it is worst app,1,0.0,2020-09-19
Low Type Gamer,this app is very useful to me,5,9.0,2020-10-10
Priya Sharma,thank you soo much for this real paytm app,5,9.2,2020-10-31
Sourav Sarkar,"fake app ,this app doesn't give any paytm cash. when i redeem my cash, it says ""try after 3 hours"". i tried many times but it shows same thing.😡😠 don't download this app...😡😡",1,7.02,2019-04-15
jalal saifi,i have issue with transfer cash to paytm. it was always showing that ( please try again after 3 hour.),1,6.6,2019-01-07
Otaku Æriæn,good app for making money ...the only issue is with this app servers....very slow and sometimes dont work in either cases,5,7.7,2019-07-29
SHIVA SARAVANA,its starting offer are awesome.but later its go down . when u get 30 rs u can redeem . if this app have more offers it will be wonder ful,3,8.8,2020-05-24
Arjit Deol,the app is good but money transfer is take much time why,1,8.8,2020-07-13
Divyanshu Singh,there is one problem in app after fownloadig apps no money recieved,4,0.0,2020-09-14
uuu yyy,i subscribed and install and registered a zee5 app 99 ruppee plan but not add money to wallet,1,0.0,2020-10-26
Hanuman Bhargav,"this app is very good ,performance are very good ,services too are super ,paytm case withdrawal essay, have always nice day with this app🌺",5,8.8,2020-05-11
Raja Uthaman,best app ever instant payment. and big earnings thank you frizza app.,5,8.8,2020-05-21
smooth music,really this is my fav app ever.5star is low rating for this app i would give 10star❤️. a very recommended app for everyone.i received the payment also.just try it❤️,5,8.8,2020-06-28
Ashf khan,great app i love it i reedem 2 time and i got mont 1st time 30rs 2nd time 50rs i got'd money but. one problem why you dont give new app from downloade and earn money plese,5,0.0,2020-06-05
harsh chakrawarty,as every app has give so it also gives but only some .in the offers it shows get 15 by downloading dailyhunt or likee but it gives only 3 rupees but if give more time to it perhaps i will get more money,3,7.7,2019-07-23
vivek dhakad,b4 downloading this app you show ads which shows lots of money in few clicks ..lol...after installing you show us your true app color haha..waste app guys don't waste time on this app..it's a scam .i have already reported it to google. ( item not as described ),1,8.8,2020-05-04
Afthar MD,good app but money transfer is very slow,3,0.0,2020-08-31
MURALIDHARAN U,this app really good because i'm transfer money 30 rupees 74 horse to i'm get paytm wallet so friends download the app usefully,5,9.0,2020-09-20
RAJ • Mondal,"hello frizza developer, i facing a problem of withdrawing the money... it's show that try after 3 hours... can you please fix this problem... overall this app is best one.... 😘",5,7.5,2019-06-04
Sunil Sharma,worst app i ever seen shows only verify details i tried more than 15 times and wasted my 3 hrs,1,8.8,2020-08-01
A J,very nice app im earning 60rs with in 2 weeks. i'm refer my 2 friends and they done the offers. but still now i didn't get my referral amount. kindly please help me.. i try to call... but the number is not exist 😔 other wise i loved your app.,4,8.8,2020-05-12
Atharwa Kumar2151,very good app i enjoyed it it give me payment in only 1 day if you want to earn money for games please try it😎😎😎😎😁😁😁😁😁😀😀😀😀🙉🙈🙊,5,8.8,2020-06-13
Akkireddy Hemanth,i didn't get any rewards after i successfully downloaded the app so could you please have a look it seems to be advertiser problem so please solve this problem,1,8.7,2020-04-06
TDX GAMER,mindblowing app . i have used many earning apps but amongst all this app is best app its really gives money. but only fault in app is this that for some offer it don't give reward but other things are nice in app thanks,5,0.0,2019-11-15
Vanshul Thakur,this is very good application for earning money.. i have earned ruppees 60 .. nice app,5,8.8,2020-06-13
Nivya Srivastava,"worst app .. whenever i try to withdraw money everytime it shows ""please try after 3 hours"" and i will never able to withdraw money .. what is this.. i daily complete all the task ..and you make users fool.. fake app... and you guys didn't reply to my mail also 😑 is there any option to block your app or your customer service",1,7.4,2019-05-18
FACT VANDAR,this app is great. really they keep their promises. some apps tell u that they will paid u but they don't. i am really satisfied with this app. easily u can earn money. thank u....,5,8.0,2019-11-10
Arman Khichi,today i will rate this app 4 stars because i have received my money after nearly 1 week after so many trys but this app have some issues but after all it is ok...😊😊,4,0.0,2019-09-12
Autonomous boy- Ashish Kushwaha,really nice but i think that the daily reward should be increased and also for watching videos. i have till now done 1 succesful withdrawal of rs 30 hope it will be working on in future too,5,0.0,2020-02-20
Lucky Lakshmana,"worlds best money earning app, i.e every day login reward rs. 0.01 (one praise)* and video watch reward rs. 0.01/per video (per video you'll get one praise). within 3 months you can easly earn rs.10/-* app's reward that depends your usage.................",1,0.0,2019-12-13
D-68-Saurabh Tripathi,the best app till now i have use .... only one thing i don' t like that the withdraw is little bit slow .... overall it is easy simple and clever...,4,0.0,2019-10-29
CRS Official Gaming,really best app best best best app really,5,9.0,2020-10-09
Deeksha Sharma,it is quite a good app and i liked it but it is a bit slow and secondly the payouts for videos is very low.,3,8.7,2020-04-12
Darshan darshu,worst experience! i can't even withdraw the amount when i go to redeem option it always shows please try after 3hr.when i try after 3hr also it will show same.,1,7.5,2019-06-12
PRASANTA LAHA,not satisfied with it.very slow and the apps on the offer wall are not getting installed.even if some are getting installed either they are not working or not paying for installing.,2,8.2,2020-03-23
Darklord Boys,so bad app. if u want to withdraw the money it does not work. fruad app please do not download it. useless app.....,1,8.8,2020-08-06
Mari Muthu,exactly it's amazing app. i got 100rs in one week. very easy task. but one problem. watch video amount is less .,3,8.8,2020-05-05
A Google user,"i m trying to register or verify my account many time but everytime it shows "" internal server error "" pls fix it.",2,6.7,2019-01-10
umesh apkare,"at first they have more apps to install and earn, but later the no. decreased and also many dont provide money even if we register ...",4,8.8,2020-05-31
Saurabh Attri,this app is just waste of time and our internet i don't get any reward money after completion of many apps installed,1,8.8,2020-05-26
Airah Ahmad,itx a very gud app but it takes too much time to transfer money . it should be instantly done by it . fix it plz,4,8.7,2020-04-13
SUMIT SHARMA,money transfers very slow and all things very good,5,8.8,2020-06-21
Abhishek,"poor app every time i try to open app it get crashed,stuck. fed up with this problem.",1,6.6,2018-12-21
nandhu v j,worst app they ask us to install other app to get money but after installing and registering it no sign of anything,1,8.8,2020-05-09
Rounak Kumar Mishra,money transfer is very late and offers are not paying us,2,0.0,2020-09-02
JHANSI RANI MUDIKI,payment is successfully transferred to ur account with 24 hrs no tension just chill with app and give 5 star rating guys,5,0.0,2020-09-11
Bishal Karmakar,app is good & it gives real cash but the issue is there no new offers available. watching ads gives 0.01 which is nothing. so please try & bring new offers soon as possible,3,8.2,2020-03-23
Baby Paul,when i opened this app request for registration then i got a otp but problem is not showing me the section of entering otp,1,8.8,2020-07-09
Mainak Dutta,"very poor quality app. when i want to redeemed my wallet every time they said "" after 3 hours "".... don't download it..",1,6.9,2019-02-20
Biraja Prasad,worst app ever .its totally fake .it won't give you a single penny .. when you try to withdraw it only show try after 3 hours and timer runs for 2 minutes even in between 11am to 12pm too ..,1,7.7,2019-08-01
Harsh Agarwal,getting problem while signing up. still getting problem. you said that you have resolved the issue but nothing happened.,1,8.2,2020-03-30
Sidhu moose vala status,very easily earning money and get daily reward with app download and get money or good job i like in this app,5,8.8,2020-06-18
Ayaan ka Gyan,i'm very disappointed from this app because this app can cross my all daily loging price and 1 app can take my 10 rupees from my wallet and frizza can't give me 30 rupees back very disappointed,3,8.8,2020-07-22
Maharana Basumatary,i have got my transaction within 24 hour. although it gave rewards for istall of some apps..but the number of app is very little. please add some new features for fun.,5,8.0,2019-10-11
Dimpal Bhavsar,this app is nice to use but now i can't open the video 🤔 frizza do something for my account,3,8.8,2020-08-06
